country,nuts_2,cases,deaths,datetime
PL,lubuskie,124,0,2020-06-06T00:00:00
PL,małopolskie,1317,40,2020-06-06T00:00:00
PL,warmińsko-mazurskie,180,1,2020-06-06T00:00:00
PL,łódzkie,1826,76,2020-06-06T00:00:00
PL,wielkopolskie,2232,156,2020-06-06T00:00:00
PL,dolnośląskie,2693,117,2020-06-06T00:00:00
PL,mazowieckie,3796,281,2020-06-06T00:00:00
PL,podkarpackie,388,37,2020-06-06T00:00:00
PL,podlaskie,496,9,2020-06-06T00:00:00
PL,lubelskie,508,15,2020-06-06T00:00:00
PL,świętokrzyskie,515,22,2020-06-06T00:00:00
PL,zachodniopomorskie,553,19,2020-06-06T00:00:00
PL,pomorskie,567,36,2020-06-06T00:00:00
PL,kujawsko-pomorskie,601,47,2020-06-06T00:00:00
PL,opolskie,715,49,2020-06-06T00:00:00
PL,śląskie,9158,238,2020-06-06T00:00:00
