country,nuts_2,cases,deaths,datetime
PL,lubuskie,120,0,2020-06-02T00:00:00
PL,małopolskie,1231,40,2020-06-02T00:00:00
PL,łódzkie,1610,71,2020-06-02T00:00:00
PL,warmińsko-mazurskie,179,1,2020-06-02T00:00:00
PL,wielkopolskie,2188,153,2020-06-02T00:00:00
PL,dolnośląskie,2632,105,2020-06-02T00:00:00
PL,mazowieckie,3628,269,2020-06-02T00:00:00
PL,podkarpackie,387,35,2020-06-02T00:00:00
PL,podlaskie,460,9,2020-06-02T00:00:00
PL,świętokrzyskie,486,22,2020-06-02T00:00:00
PL,lubelskie,495,15,2020-06-02T00:00:00
PL,zachodniopomorskie,540,19,2020-06-02T00:00:00
PL,pomorskie,559,35,2020-06-02T00:00:00
PL,kujawsko-pomorskie,593,47,2020-06-02T00:00:00
PL,opolskie,662,47,2020-06-02T00:00:00
PL,śląskie,8501,213,2020-06-02T00:00:00
