country,nuts_2,cases,deaths,datetime
PL,śląskie,10091,242,2020-06-09T00:00:00
PL,lubuskie,128,0,2020-06-09T00:00:00
PL,małopolskie,1415,40,2020-06-09T00:00:00
PL,warmińsko-mazurskie,181,1,2020-06-09T00:00:00
PL,łódzkie,2084,86,2020-06-09T00:00:00
PL,wielkopolskie,2287,158,2020-06-09T00:00:00
PL,dolnośląskie,2728,120,2020-06-09T00:00:00
PL,mazowieckie,3953,286,2020-06-09T00:00:00
PL,podkarpackie,396,38,2020-06-09T00:00:00
PL,lubelskie,519,16,2020-06-09T00:00:00
PL,podlaskie,539,9,2020-06-09T00:00:00
PL,zachodniopomorskie,555,19,2020-06-09T00:00:00
PL,świętokrzyskie,569,24,2020-06-09T00:00:00
PL,pomorskie,574,37,2020-06-09T00:00:00
PL,kujawsko-pomorskie,603,47,2020-06-09T00:00:00
PL,opolskie,743,49,2020-06-09T00:00:00
