country,nuts_2,cases,deaths,datetime
PL,lubuskie,126,0,2020-06-08T00:00:00
PL,małopolskie,1360,40,2020-06-08T00:00:00
PL,warmińsko-mazurskie,181,1,2020-06-08T00:00:00
PL,łódzkie,2007,82,2020-06-08T00:00:00
PL,wielkopolskie,2280,157,2020-06-08T00:00:00
PL,dolnośląskie,2714,117,2020-06-08T00:00:00
PL,mazowieckie,3879,285,2020-06-08T00:00:00
PL,podkarpackie,394,38,2020-06-08T00:00:00
PL,lubelskie,515,16,2020-06-08T00:00:00
PL,podlaskie,519,9,2020-06-08T00:00:00
PL,zachodniopomorskie,554,19,2020-06-08T00:00:00
PL,świętokrzyskie,555,24,2020-06-08T00:00:00
PL,pomorskie,569,36,2020-06-08T00:00:00
PL,kujawsko-pomorskie,601,47,2020-06-08T00:00:00
PL,opolskie,736,49,2020-06-08T00:00:00
PL,śląskie,9790,241,2020-06-08T00:00:00
