country,nuts_2,cases,deaths,datetime
PL,lubuskie,123,0,2020-06-05T00:00:00
PL,małopolskie,1293,40,2020-06-05T00:00:00
PL,łódzkie,1779,76,2020-06-05T00:00:00
PL,warmińsko-mazurskie,180,1,2020-06-05T00:00:00
PL,wielkopolskie,2219,154,2020-06-05T00:00:00
PL,dolnośląskie,2667,112,2020-06-05T00:00:00
PL,mazowieckie,3738,281,2020-06-05T00:00:00
PL,podkarpackie,388,36,2020-06-05T00:00:00
PL,podlaskie,491,9,2020-06-05T00:00:00
PL,lubelskie,504,15,2020-06-05T00:00:00
PL,świętokrzyskie,511,22,2020-06-05T00:00:00
PL,zachodniopomorskie,552,19,2020-06-05T00:00:00
PL,pomorskie,563,36,2020-06-05T00:00:00
PL,kujawsko-pomorskie,601,47,2020-06-05T00:00:00
PL,opolskie,701,49,2020-06-05T00:00:00
PL,śląskie,8867,230,2020-06-05T00:00:00
