country,nuts_2,cases,deaths,datetime
PL,lubuskie,102,0,2020-05-24T00:00:00
PL,małopolskie,1171,40,2020-05-24T00:00:00
PL,łódzkie,1324,58,2020-05-24T00:00:00
PL,warmińsko-mazurskie,175,1,2020-05-24T00:00:00
PL,wielkopolskie,2055,145,2020-05-24T00:00:00
PL,dolnośląskie,2407,96,2020-05-24T00:00:00
PL,mazowieckie,3197,247,2020-05-24T00:00:00
PL,podkarpackie,377,35,2020-05-24T00:00:00
PL,świętokrzyskie,381,20,2020-05-24T00:00:00
PL,podlaskie,417,9,2020-05-24T00:00:00
PL,lubelskie,434,15,2020-05-24T00:00:00
PL,zachodniopomorskie,522,19,2020-05-24T00:00:00
PL,pomorskie,531,30,2020-05-24T00:00:00
PL,kujawsko-pomorskie,592,45,2020-05-24T00:00:00
PL,opolskie,593,44,2020-05-24T00:00:00
PL,śląskie,6958,191,2020-05-24T00:00:00
