country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Hainaut,6789.0,,33,2,2020-06-18
BE,Flanders,OostVlaanderen,6807.0,,33,3,2020-06-18
BE,Flanders,WestVlaanderen,6829.0,,51,7,2020-06-18
BE,Wallonia,Liège,6979.0,,17,2,2020-06-18
BE,Flanders,Antwerpen,8417.0,,49,11,2020-06-18
BE,MISSING,MISSING,1426.0,,,,2020-06-19
BE,Wallonia,Luxembourg,1436.0,,8,0,2020-06-19
BE,Wallonia,Namur,2345.0,,9,0,2020-06-19
BE,Flanders,VlaamsBrabant,5478.0,,11,2,2020-06-19
BE,Brussels,Brussels,6275.0,,77,17,2020-06-19
BE,Flanders,Limburg,6527.0,,23,5,2020-06-19
BE,Wallonia,Hainaut,6796.0,,32,2,2020-06-19
BE,Flanders,OostVlaanderen,6818.0,,34,3,2020-06-19
BE,Flanders,WestVlaanderen,6854.0,,48,6,2020-06-19
BE,Wallonia,Liège,6985.0,,17,3,2020-06-19
BE,Flanders,Antwerpen,8438.0,,47,12,2020-06-19
BE,Wallonia,BrabantWallon,,,2,0,2020-06-19
BE,MISSING,MISSING,1427.0,,,,2020-06-20
BE,Wallonia,Luxembourg,1439.0,,9,0,2020-06-20
BE,Wallonia,BrabantWallon,1530.0,,0,0,2020-06-20
BE,Wallonia,Namur,2347.0,,7,0,2020-06-20
BE,Flanders,VlaamsBrabant,5479.0,,11,2,2020-06-20
BE,Brussels,Brussels,6278.0,,71,17,2020-06-20
BE,Flanders,Limburg,6531.0,,22,5,2020-06-20
BE,Wallonia,Hainaut,6804.0,,35,4,2020-06-20
BE,Flanders,OostVlaanderen,6820.0,,27,3,2020-06-20
BE,Flanders,WestVlaanderen,6860.0,,44,6,2020-06-20
BE,Wallonia,Liège,6992.0,,18,4,2020-06-20
BE,Flanders,Antwerpen,8447.0,,48,12,2020-06-20
BE,Wallonia,Luxembourg,1441.0,,11,0,2020-06-21
BE,Flanders,VlaamsBrabant,5481.0,,12,2,2020-06-21
BE,Flanders,Limburg,6535.0,,28,6,2020-06-21
BE,Flanders,OostVlaanderen,6821.0,,28,3,2020-06-21
BE,Flanders,WestVlaanderen,6864.0,,44,6,2020-06-21
BE,Wallonia,Liège,6995.0,,19,4,2020-06-21
BE,Flanders,Antwerpen,8450.0,,49,11,2020-06-21
BE,Brussels,Brussels,,,63,16,2020-06-21
BE,Wallonia,Namur,,,7,0,2020-06-21
BE,Wallonia,BrabantWallon,,,0,0,2020-06-21
BE,Wallonia,Hainaut,,,34,2,2020-06-21
BE,MISSING,MISSING,1431.0,,,,2020-06-22
BE,Wallonia,Luxembourg,1447.0,,12,0,2020-06-22
BE,Wallonia,BrabantWallon,1536.0,,0,0,2020-06-22
BE,Wallonia,Namur,2349.0,,7,0,2020-06-22
BE,Flanders,VlaamsBrabant,5487.0,,12,2,2020-06-22
BE,Brussels,Brussels,6295.0,,57,14,2020-06-22
BE,Flanders,Limburg,6543.0,,33,5,2020-06-22
BE,Flanders,OostVlaanderen,6826.0,,29,2,2020-06-22
BE,Wallonia,Hainaut,6837.0,,33,2,2020-06-22
BE,Flanders,WestVlaanderen,6884.0,,38,6,2020-06-22
BE,Wallonia,Liège,7005.0,,19,3,2020-06-22
BE,Flanders,Antwerpen,8476.0,,53,8,2020-06-22
BE,MISSING,MISSING,1438.0,,,,2020-06-23
BE,Wallonia,Luxembourg,1452.0,,10,0,2020-06-23
BE,Wallonia,BrabantWallon,1540.0,,0,0,2020-06-23
BE,Wallonia,Namur,2351.0,,7,0,2020-06-23
BE,Flanders,VlaamsBrabant,5491.0,,10,2,2020-06-23
BE,Brussels,Brussels,6309.0,,59,15,2020-06-23
BE,Flanders,Limburg,6559.0,,27,5,2020-06-23
BE,Flanders,OostVlaanderen,6834.0,,27,3,2020-06-23
BE,Wallonia,Hainaut,6848.0,,31,1,2020-06-23
BE,Flanders,WestVlaanderen,6900.0,,37,4,2020-06-23
BE,Wallonia,Liège,7013.0,,24,4,2020-06-23
BE,Flanders,Antwerpen,8490.0,,49,7,2020-06-23
BE,MISSING,MISSING,1440.0,,,,2020-06-24
BE,Wallonia,Luxembourg,1455.0,,8,0,2020-06-24
BE,Wallonia,BrabantWallon,1541.0,,1,0,2020-06-24
BE,Wallonia,Namur,2353.0,,7,0,2020-06-24
BE,Flanders,VlaamsBrabant,5496.0,,9,2,2020-06-24
BE,Brussels,Brussels,6317.0,,53,15,2020-06-24
BE,Flanders,Limburg,6575.0,,29,4,2020-06-24
BE,Flanders,OostVlaanderen,6840.0,,24,2,2020-06-24
BE,Wallonia,Hainaut,6860.0,,28,1,2020-06-24
BE,Flanders,WestVlaanderen,6917.0,,36,3,2020-06-24
BE,Wallonia,Liège,7021.0,,22,2,2020-06-24
BE,Flanders,Antwerpen,8510.0,,51,11,2020-06-24
BE,MISSING,MISSING,1441.0,,,,2020-06-25
BE,Wallonia,Luxembourg,1458.0,,8,0,2020-06-25
BE,Wallonia,BrabantWallon,1544.0,,1,0,2020-06-25
BE,Flanders,VlaamsBrabant,5505.0,,11,2,2020-06-25
BE,Brussels,Brussels,6326.0,,47,17,2020-06-25
BE,Flanders,Limburg,6580.0,,30,3,2020-06-25
BE,Flanders,OostVlaanderen,6848.0,,24,3,2020-06-25
BE,Wallonia,Hainaut,6872.0,,24,1,2020-06-25
BE,Flanders,WestVlaanderen,6920.0,,32,4,2020-06-25
BE,Wallonia,Liège,7022.0,,24,2,2020-06-25
BE,Flanders,Antwerpen,8531.0,,48,6,2020-06-25
BE,Wallonia,Namur,,,7,0,2020-06-25
BE,MISSING,MISSING,1448.0,,,,2020-06-26
BE,Wallonia,BrabantWallon,1546.0,,1,0,2020-06-26
BE,Wallonia,Namur,2354.0,,7,0,2020-06-26
BE,Flanders,VlaamsBrabant,5510.0,,12,2,2020-06-26
BE,Brussels,Brussels,6349.0,,43,15,2020-06-26
BE,Flanders,Limburg,6590.0,,31,5,2020-06-26
BE,Flanders,OostVlaanderen,6857.0,,22,2,2020-06-26
BE,Wallonia,Hainaut,6886.0,,28,1,2020-06-26
BE,Flanders,WestVlaanderen,6939.0,,26,3,2020-06-26
BE,Wallonia,Liège,7028.0,,24,3,2020-06-26
BE,Flanders,Antwerpen,8547.0,,45,5,2020-06-26
BE,Wallonia,Luxembourg,,,8,0,2020-06-26
BE,MISSING,MISSING,1449.0,,,,2020-06-27
BE,Wallonia,Luxembourg,1460.0,,10,0,2020-06-27
BE,Wallonia,BrabantWallon,1547.0,,2,0,2020-06-27
BE,Wallonia,Namur,2355.0,,5,0,2020-06-27
BE,Flanders,VlaamsBrabant,5513.0,,13,2,2020-06-27
BE,Brussels,Brussels,6356.0,,40,13,2020-06-27
BE,Flanders,Limburg,6591.0,,28,7,2020-06-27
BE,Flanders,OostVlaanderen,6863.0,,22,1,2020-06-27
BE,Wallonia,Hainaut,6890.0,,29,1,2020-06-27
BE,Flanders,WestVlaanderen,6946.0,,26,2,2020-06-27
BE,Wallonia,Liège,7031.0,,18,3,2020-06-27
BE,Flanders,Antwerpen,8551.0,,44,5,2020-06-27
BE,MISSING,MISSING,1450.0,,,,2020-06-28
BE,Wallonia,Luxembourg,1461.0,,10,0,2020-06-28
BE,Flanders,VlaamsBrabant,5514.0,,12,2,2020-06-28
BE,Flanders,OostVlaanderen,6865.0,,23,2,2020-06-28
BE,Wallonia,Hainaut,6894.0,,29,1,2020-06-28
BE,Flanders,WestVlaanderen,6952.0,,28,2,2020-06-28
BE,Flanders,Antwerpen,8559.0,,42,6,2020-06-28
BE,Brussels,Brussels,,,42,12,2020-06-28
BE,Wallonia,Namur,,,5,0,2020-06-28
BE,Wallonia,Liège,,,18,3,2020-06-28
BE,Wallonia,BrabantWallon,,,2,0,2020-06-28
BE,Flanders,Limburg,,,26,8,2020-06-28
BE,MISSING,MISSING,1452.0,,,,2020-06-29
BE,Wallonia,Luxembourg,1464.0,,11,1,2020-06-29
BE,Wallonia,BrabantWallon,1550.0,,2,0,2020-06-29
BE,Wallonia,Namur,2358.0,,5,0,2020-06-29
BE,Flanders,VlaamsBrabant,5522.0,,12,2,2020-06-29
BE,Brussels,Brussels,6385.0,,45,13,2020-06-29
BE,Flanders,Limburg,6600.0,,26,8,2020-06-29
BE,Flanders,OostVlaanderen,6871.0,,26,3,2020-06-29
BE,Wallonia,Hainaut,6899.0,,28,2,2020-06-29
BE,Flanders,WestVlaanderen,6975.0,,29,3,2020-06-29
BE,Wallonia,Liège,7036.0,,17,3,2020-06-29
BE,Flanders,Antwerpen,8590.0,,43,6,2020-06-29
BE,MISSING,MISSING,1456.0,,,,2020-06-30
BE,Wallonia,Luxembourg,1466.0,,11,1,2020-06-30
BE,Wallonia,BrabantWallon,1551.0,,2,0,2020-06-30
BE,Wallonia,Namur,2362.0,,5,0,2020-06-30
BE,Flanders,VlaamsBrabant,5527.0,,10,2,2020-06-30
BE,Brussels,Brussels,6408.0,,32,11,2020-06-30
BE,Flanders,Limburg,6606.0,,23,6,2020-06-30
BE,Flanders,OostVlaanderen,6880.0,,26,3,2020-06-30
BE,Wallonia,Hainaut,6912.0,,21,3,2020-06-30
BE,Flanders,WestVlaanderen,6987.0,,32,2,2020-06-30
BE,Wallonia,Liège,7043.0,,15,3,2020-06-30
BE,Flanders,Antwerpen,8604.0,,45,6,2020-06-30
BE,MISSING,MISSING,1465.0,,,,2020-07-01
BE,Wallonia,Luxembourg,1467.0,,11,1,2020-07-01
BE,Wallonia,BrabantWallon,1552.0,,1,0,2020-07-01
BE,Flanders,VlaamsBrabant,5534.0,,9,2,2020-07-01
BE,Brussels,Brussels,6430.0,,29,11,2020-07-01
BE,Flanders,Limburg,6615.0,,17,4,2020-07-01
BE,Flanders,OostVlaanderen,6891.0,,27,3,2020-07-01
BE,Wallonia,Hainaut,6926.0,,20,3,2020-07-01
BE,Flanders,WestVlaanderen,7007.0,,32,2,2020-07-01
BE,Wallonia,Liège,7044.0,,14,3,2020-07-01
BE,Flanders,Antwerpen,8641.0,,38,7,2020-07-01
BE,Wallonia,Namur,,,5,0,2020-07-01
BE,Wallonia,Luxembourg,1469.0,,11,1,2020-07-02
BE,Wallonia,BrabantWallon,1553.0,,0,0,2020-07-02
BE,Wallonia,Namur,2363.0,,5,0,2020-07-02
BE,Flanders,VlaamsBrabant,5547.0,,9,2,2020-07-02
BE,Brussels,Brussels,6452.0,,28,11,2020-07-02
BE,Flanders,Limburg,6621.0,,14,4,2020-07-02
BE,Flanders,OostVlaanderen,6898.0,,26,4,2020-07-02
BE,Wallonia,Hainaut,6936.0,,16,3,2020-07-02
BE,Flanders,WestVlaanderen,7016.0,,27,1,2020-07-02
BE,Flanders,Antwerpen,8662.0,,37,7,2020-07-02
BE,Wallonia,Liège,,,14,2,2020-07-02
BE,MISSING,MISSING,1468.0,,,,2020-07-03
BE,Wallonia,BrabantWallon,1556.0,,0,0,2020-07-03
BE,Wallonia,Namur,2365.0,,5,0,2020-07-03
BE,Flanders,VlaamsBrabant,5549.0,,9,2,2020-07-03
BE,Brussels,Brussels,6462.0,,25,10,2020-07-03
BE,Flanders,Limburg,6625.0,,12,3,2020-07-03
BE,Flanders,OostVlaanderen,6910.0,,22,4,2020-07-03
BE,Wallonia,Hainaut,6947.0,,18,4,2020-07-03
BE,Flanders,WestVlaanderen,7030.0,,24,0,2020-07-03
BE,Wallonia,Liège,7048.0,,12,1,2020-07-03
BE,Flanders,Antwerpen,8689.0,,33,8,2020-07-03
BE,Wallonia,Luxembourg,,,8,0,2020-07-03
BE,Wallonia,Luxembourg,1472.0,,6,0,2020-07-04
BE,MISSING,MISSING,1476.0,,,,2020-07-04
BE,Wallonia,BrabantWallon,1557.0,,0,0,2020-07-04
BE,Wallonia,Namur,2366.0,,5,0,2020-07-04
BE,Flanders,VlaamsBrabant,5552.0,,10,3,2020-07-04
BE,Brussels,Brussels,6465.0,,27,10,2020-07-04
BE,Flanders,Limburg,6632.0,,14,1,2020-07-04
BE,Flanders,OostVlaanderen,6913.0,,21,2,2020-07-04
BE,Wallonia,Hainaut,6957.0,,17,4,2020-07-04
BE,Flanders,WestVlaanderen,7036.0,,26,1,2020-07-04
BE,Wallonia,Liège,7053.0,,15,1,2020-07-04
BE,Flanders,Antwerpen,8701.0,,29,7,2020-07-04
BE,Wallonia,Luxembourg,1473.0,,6,0,2020-07-05
BE,MISSING,MISSING,1477.0,,,,2020-07-05
BE,Wallonia,BrabantWallon,1558.0,,0,0,2020-07-05
BE,Brussels,Brussels,6466.0,,27,10,2020-07-05
BE,Flanders,Limburg,6633.0,,11,1,2020-07-05
BE,Flanders,OostVlaanderen,6915.0,,22,3,2020-07-05
BE,Flanders,WestVlaanderen,7049.0,,25,3,2020-07-05
BE,Flanders,Antwerpen,8705.0,,31,7,2020-07-05
BE,Flanders,VlaamsBrabant,,,9,3,2020-07-05
BE,Wallonia,Hainaut,,,19,2,2020-07-05
BE,Wallonia,Liège,,,15,1,2020-07-05
BE,Wallonia,Namur,,,5,0,2020-07-05
BE,Wallonia,Luxembourg,1476.0,,6,0,2020-07-06
BE,MISSING,MISSING,1479.0,,,,2020-07-06
BE,Wallonia,BrabantWallon,1562.0,,2,0,2020-07-06
BE,Wallonia,Namur,2367.0,,5,0,2020-07-06
BE,Flanders,VlaamsBrabant,5561.0,,10,1,2020-07-06
BE,Brussels,Brussels,6490.0,,26,11,2020-07-06
BE,Flanders,Limburg,6640.0,,11,1,2020-07-06
BE,Flanders,OostVlaanderen,6921.0,,24,2,2020-07-06
BE,Wallonia,Hainaut,6963.0,,15,2,2020-07-06
BE,Wallonia,Liège,7058.0,,13,1,2020-07-06
BE,Flanders,WestVlaanderen,7062.0,,27,2,2020-07-06
BE,Flanders,Antwerpen,8738.0,,30,7,2020-07-06
BE,MISSING,MISSING,1480.0,,,,2020-07-07
BE,Wallonia,Luxembourg,1482.0,,7,0,2020-07-07
BE,Wallonia,BrabantWallon,1564.0,,1,0,2020-07-07
BE,Wallonia,Namur,2369.0,,5,0,2020-07-07
BE,Flanders,VlaamsBrabant,5569.0,,11,4,2020-07-07
BE,Brussels,Brussels,6498.0,,28,11,2020-07-07
BE,Flanders,Limburg,6647.0,,12,1,2020-07-07
BE,Flanders,OostVlaanderen,6932.0,,25,2,2020-07-07
BE,Wallonia,Hainaut,6967.0,,13,2,2020-07-07
BE,Wallonia,Liège,7073.0,,12,1,2020-07-07
BE,Flanders,WestVlaanderen,7074.0,,31,4,2020-07-07
BE,Flanders,Antwerpen,8761.0,,33,7,2020-07-07
BE,MISSING,MISSING,1481.0,,,,2020-07-08
BE,Wallonia,Luxembourg,1485.0,,5,0,2020-07-08
BE,Wallonia,BrabantWallon,1569.0,,0,0,2020-07-08
BE,Flanders,VlaamsBrabant,5578.0,,11,4,2020-07-08
BE,Brussels,Brussels,6511.0,,33,11,2020-07-08
BE,Flanders,Limburg,6669.0,,13,2,2020-07-08
BE,Flanders,OostVlaanderen,6942.0,,18,2,2020-07-08
BE,Wallonia,Hainaut,6974.0,,12,1,2020-07-08
BE,Wallonia,Liège,7074.0,,10,2,2020-07-08
BE,Flanders,WestVlaanderen,7099.0,,26,2,2020-07-08
BE,Flanders,Antwerpen,8802.0,,32,8,2020-07-08
BE,Wallonia,Namur,,,5,0,2020-07-08
BE,MISSING,MISSING,1483.0,,,,2020-07-09
BE,Wallonia,Luxembourg,1488.0,,6,0,2020-07-09
BE,Wallonia,BrabantWallon,1574.0,,0,0,2020-07-09
BE,Flanders,VlaamsBrabant,5585.0,,12,5,2020-07-09
BE,Brussels,Brussels,6539.0,,29,12,2020-07-09
BE,Flanders,Limburg,6683.0,,10,1,2020-07-09
BE,Flanders,OostVlaanderen,6952.0,,16,2,2020-07-09
BE,Wallonia,Hainaut,6981.0,,12,1,2020-07-09
BE,Wallonia,Liège,7081.0,,8,2,2020-07-09
BE,Flanders,WestVlaanderen,7119.0,,28,3,2020-07-09
BE,Flanders,Antwerpen,8822.0,,34,10,2020-07-09
BE,Wallonia,Namur,,,5,0,2020-07-09
BE,MISSING,MISSING,1487.0,,,,2020-07-10
BE,Wallonia,Luxembourg,1494.0,,5,0,2020-07-10
BE,Flanders,VlaamsBrabant,5595.0,,11,4,2020-07-10
BE,Brussels,Brussels,6558.0,,28,11,2020-07-10
BE,Flanders,Limburg,6693.0,,9,1,2020-07-10
BE,Flanders,OostVlaanderen,6959.0,,12,2,2020-07-10
BE,Wallonia,Hainaut,6990.0,,8,1,2020-07-10
BE,Wallonia,Liège,7091.0,,9,2,2020-07-10
BE,Flanders,WestVlaanderen,7132.0,,29,2,2020-07-10
BE,Flanders,Antwerpen,8860.0,,28,9,2020-07-10
BE,Wallonia,BrabantWallon,,,0,0,2020-07-10
BE,Wallonia,Namur,,,4,0,2020-07-10
BE,MISSING,MISSING,1488.0,,,,2020-07-11
BE,Wallonia,Luxembourg,1495.0,,6,0,2020-07-11
BE,Wallonia,BrabantWallon,1575.0,,0,0,2020-07-11
BE,Wallonia,Namur,2373.0,,4,0,2020-07-11
BE,Flanders,VlaamsBrabant,5600.0,,9,3,2020-07-11
BE,Brussels,Brussels,6560.0,,25,8,2020-07-11
BE,Flanders,Limburg,6703.0,,9,2,2020-07-11
BE,Flanders,OostVlaanderen,6961.0,,13,3,2020-07-11
BE,Wallonia,Hainaut,6996.0,,6,1,2020-07-11
BE,Wallonia,Liège,7101.0,,7,2,2020-07-11
BE,Flanders,WestVlaanderen,7143.0,,29,1,2020-07-11
BE,Flanders,Antwerpen,8869.0,,24,8,2020-07-11
BE,Wallonia,Luxembourg,1496.0,,5,0,2020-07-12
BE,Wallonia,BrabantWallon,1577.0,,0,0,2020-07-12
BE,Flanders,VlaamsBrabant,5603.0,,9,3,2020-07-12
BE,Brussels,Brussels,6564.0,,26,8,2020-07-12
BE,Flanders,Limburg,6707.0,,8,1,2020-07-12
BE,Flanders,OostVlaanderen,6965.0,,12,3,2020-07-12
BE,Wallonia,Hainaut,6999.0,,5,0,2020-07-12
BE,Wallonia,Liège,7102.0,,6,2,2020-07-12
BE,Flanders,WestVlaanderen,7156.0,,31,2,2020-07-12
BE,Flanders,Antwerpen,8877.0,,24,8,2020-07-12
BE,Wallonia,Namur,,,4,0,2020-07-12
BE,MISSING,MISSING,1490.0,,,,2020-07-13
BE,Wallonia,Luxembourg,1498.0,,5,1,2020-07-13
BE,Wallonia,BrabantWallon,1579.0,,0,0,2020-07-13
BE,Wallonia,Namur,2375.0,,4,0,2020-07-13
BE,Flanders,VlaamsBrabant,5612.0,,9,3,2020-07-13
BE,Brussels,Brussels,6591.0,,25,5,2020-07-13
BE,Flanders,Limburg,6726.0,,10,1,2020-07-13
BE,Flanders,OostVlaanderen,6975.0,,14,2,2020-07-13
BE,Wallonia,Hainaut,7018.0,,5,0,2020-07-13
BE,Wallonia,Liège,7110.0,,7,2,2020-07-13
BE,Flanders,WestVlaanderen,7192.0,,36,1,2020-07-13
BE,Flanders,Antwerpen,8966.0,,23,8,2020-07-13
BE,MISSING,MISSING,1497.0,,,,2020-07-14
BE,Wallonia,Luxembourg,1503.0,,4,0,2020-07-14
BE,Wallonia,BrabantWallon,1583.0,,3,0,2020-07-14
BE,Wallonia,Namur,2377.0,,4,0,2020-07-14
BE,Flanders,VlaamsBrabant,5626.0,,8,2,2020-07-14
BE,Brussels,Brussels,6621.0,,27,8,2020-07-14
BE,Flanders,Limburg,6738.0,,13,2,2020-07-14
BE,Flanders,OostVlaanderen,6994.0,,11,2,2020-07-14
BE,Wallonia,Hainaut,7036.0,,10,0,2020-07-14
BE,Wallonia,Liège,7139.0,,9,2,2020-07-14
BE,Flanders,WestVlaanderen,7212.0,,38,3,2020-07-14
BE,Flanders,Antwerpen,9013.0,,20,8,2020-07-14
BE,MISSING,MISSING,1501.0,,,,2020-07-15
BE,Wallonia,Luxembourg,1523.0,,3,0,2020-07-15
BE,Wallonia,BrabantWallon,1588.0,,3,0,2020-07-15
BE,Wallonia,Namur,2382.0,,4,0,2020-07-15
BE,Flanders,VlaamsBrabant,5643.0,,8,2,2020-07-15
BE,Brussels,Brussels,6646.0,,27,8,2020-07-15
BE,Flanders,Limburg,6761.0,,11,2,2020-07-15
BE,Flanders,OostVlaanderen,7010.0,,16,2,2020-07-15
BE,Wallonia,Hainaut,7051.0,,15,0,2020-07-15
BE,Wallonia,Liège,7156.0,,8,2,2020-07-15
BE,Flanders,WestVlaanderen,7247.0,,36,3,2020-07-15
BE,Flanders,Antwerpen,9090.0,,19,8,2020-07-15
BE,MISSING,MISSING,1504.0,,,,2020-07-16
BE,Wallonia,Luxembourg,1533.0,,3,0,2020-07-16
BE,Wallonia,Namur,2387.0,,4,0,2020-07-16
BE,Flanders,VlaamsBrabant,5661.0,,7,2,2020-07-16
BE,Brussels,Brussels,6669.0,,24,8,2020-07-16
BE,Flanders,Limburg,6772.0,,12,2,2020-07-16
BE,Flanders,OostVlaanderen,7024.0,,13,2,2020-07-16
BE,Wallonia,Hainaut,7071.0,,13,0,2020-07-16
BE,Wallonia,Liège,7169.0,,7,2,2020-07-16
BE,Flanders,WestVlaanderen,7268.0,,43,4,2020-07-16
BE,Flanders,Antwerpen,9172.0,,19,8,2020-07-16
BE,Wallonia,BrabantWallon,,,2,0,2020-07-16
BE,MISSING,MISSING,1506.0,,,,2020-07-17
BE,Wallonia,Luxembourg,1544.0,,2,0,2020-07-17
BE,Wallonia,BrabantWallon,1591.0,,1,0,2020-07-17
BE,Wallonia,Namur,2391.0,,4,0,2020-07-17
BE,Flanders,VlaamsBrabant,5671.0,,6,2,2020-07-17
BE,Brussels,Brussels,6687.0,,25,7,2020-07-17
BE,Flanders,Limburg,6793.0,,13,2,2020-07-17
BE,Flanders,OostVlaanderen,7029.0,,12,2,2020-07-17
BE,Wallonia,Hainaut,7091.0,,9,1,2020-07-17
BE,Wallonia,Liège,7188.0,,9,2,2020-07-17
BE,Flanders,WestVlaanderen,7308.0,,44,4,2020-07-17
BE,Flanders,Antwerpen,9294.0,,20,8,2020-07-17
BE,MISSING,MISSING,1512.0,,,,2020-07-18
BE,Wallonia,Luxembourg,1547.0,,2,0,2020-07-18
BE,Wallonia,BrabantWallon,1592.0,,2,0,2020-07-18
BE,Wallonia,Namur,2396.0,,4,0,2020-07-18
BE,Flanders,VlaamsBrabant,5678.0,,7,2,2020-07-18
BE,Brussels,Brussels,6696.0,,21,6,2020-07-18
BE,Flanders,Limburg,6798.0,,13,2,2020-07-18
BE,Flanders,OostVlaanderen,7035.0,,10,2,2020-07-18
BE,Wallonia,Hainaut,7097.0,,13,3,2020-07-18
BE,Wallonia,Liège,7197.0,,9,2,2020-07-18
BE,Flanders,WestVlaanderen,7322.0,,48,4,2020-07-18
BE,Flanders,Antwerpen,9348.0,,32,9,2020-07-18
BE,Wallonia,Luxembourg,1549.0,,2,0,2020-07-19
BE,Wallonia,BrabantWallon,1594.0,,2,0,2020-07-19
BE,Flanders,VlaamsBrabant,5679.0,,7,2,2020-07-19
BE,Brussels,Brussels,6698.0,,21,8,2020-07-19
BE,Flanders,Limburg,6810.0,,13,1,2020-07-19
BE,Flanders,OostVlaanderen,7043.0,,10,0,2020-07-19
BE,Wallonia,Hainaut,7105.0,,13,4,2020-07-19
BE,Wallonia,Liège,7199.0,,10,3,2020-07-19
BE,Flanders,WestVlaanderen,7325.0,,51,5,2020-07-19
BE,Flanders,Antwerpen,9377.0,,35,8,2020-07-19
BE,Wallonia,Namur,,,4,0,2020-07-19
BE,MISSING,MISSING,1517.0,,,,2020-07-20
BE,Wallonia,Luxembourg,1557.0,,2,0,2020-07-20
BE,Wallonia,BrabantWallon,1599.0,,2,0,2020-07-20
BE,Wallonia,Namur,2405.0,,4,0,2020-07-20
BE,Flanders,VlaamsBrabant,5700.0,,8,2,2020-07-20
BE,Brussels,Brussels,6725.0,,24,8,2020-07-20
BE,Flanders,Limburg,6832.0,,18,2,2020-07-20
BE,Flanders,OostVlaanderen,7084.0,,11,0,2020-07-20
BE,Wallonia,Hainaut,7129.0,,13,4,2020-07-20
BE,Wallonia,Liège,7232.0,,11,4,2020-07-20
BE,Flanders,WestVlaanderen,7372.0,,49,6,2020-07-20
BE,Flanders,Antwerpen,9577.0,,39,10,2020-07-20
BE,MISSING,MISSING,1520.0,,,,2020-07-21
BE,Wallonia,Luxembourg,1559.0,,2,0,2020-07-21
BE,Wallonia,BrabantWallon,1600.0,,1,0,2020-07-21
BE,Wallonia,Namur,2407.0,,4,0,2020-07-21
BE,Flanders,VlaamsBrabant,5701.0,,5,2,2020-07-21
BE,Brussels,Brussels,6734.0,,25,6,2020-07-21
BE,Flanders,Limburg,6855.0,,16,1,2020-07-21
BE,Flanders,OostVlaanderen,7095.0,,9,0,2020-07-21
BE,Wallonia,Hainaut,7139.0,,15,4,2020-07-21
BE,Wallonia,Liège,7236.0,,11,4,2020-07-21
BE,Flanders,WestVlaanderen,7397.0,,47,7,2020-07-21
BE,Flanders,Antwerpen,9631.0,,37,9,2020-07-21
BE,MISSING,MISSING,1530.0,,,,2020-07-22
BE,Wallonia,Luxembourg,1564.0,,2,0,2020-07-22
BE,Wallonia,BrabantWallon,1606.0,,1,0,2020-07-22
BE,Wallonia,Namur,2419.0,,4,0,2020-07-22
BE,Flanders,VlaamsBrabant,5728.0,,5,2,2020-07-22
BE,Brussels,Brussels,6775.0,,26,8,2020-07-22
BE,Flanders,Limburg,6901.0,,12,2,2020-07-22
BE,Flanders,OostVlaanderen,7124.0,,14,0,2020-07-22
BE,Wallonia,Hainaut,7172.0,,18,6,2020-07-22
BE,Wallonia,Liège,7273.0,,13,5,2020-07-22
BE,Flanders,WestVlaanderen,7431.0,,51,7,2020-07-22
BE,Flanders,Antwerpen,9903.0,,45,11,2020-07-22
BE,MISSING,MISSING,1537.0,,,,2020-07-23
BE,Wallonia,Luxembourg,1568.0,,2,0,2020-07-23
BE,Wallonia,BrabantWallon,1615.0,,1,0,2020-07-23
BE,Wallonia,Namur,2424.0,,4,0,2020-07-23
BE,Flanders,VlaamsBrabant,5746.0,,7,2,2020-07-23
BE,Brussels,Brussels,6818.0,,34,10,2020-07-23
BE,Flanders,Limburg,6926.0,,18,1,2020-07-23
BE,Flanders,OostVlaanderen,7157.0,,12,0,2020-07-23
BE,Wallonia,Hainaut,7180.0,,21,5,2020-07-23
BE,Wallonia,Liège,7312.0,,13,3,2020-07-23
BE,Flanders,WestVlaanderen,7457.0,,50,9,2020-07-23
BE,Flanders,Antwerpen,10122.0,,41,10,2020-07-23
BE,MISSING,MISSING,1546.0,,,,2020-07-24
BE,Wallonia,Luxembourg,1575.0,,2,0,2020-07-24
BE,Wallonia,BrabantWallon,1623.0,,0,0,2020-07-24
BE,Wallonia,Namur,2432.0,,5,0,2020-07-24
BE,Flanders,VlaamsBrabant,5764.0,,7,2,2020-07-24
BE,Brussels,Brussels,6846.0,,37,10,2020-07-24
BE,Flanders,Limburg,6954.0,,21,2,2020-07-24
BE,Flanders,OostVlaanderen,7198.0,,15,1,2020-07-24
BE,Wallonia,Hainaut,7220.0,,19,6,2020-07-24
BE,Wallonia,Liège,7344.0,,14,3,2020-07-24
BE,Flanders,WestVlaanderen,7475.0,,56,7,2020-07-24
BE,Flanders,Antwerpen,10378.0,,42,10,2020-07-24
BE,MISSING,MISSING,1551.0,,,,2020-07-25
BE,Wallonia,Luxembourg,1581.0,,1,0,2020-07-25
BE,Wallonia,BrabantWallon,1624.0,,1,0,2020-07-25
BE,Wallonia,Namur,2434.0,,4,0,2020-07-25
BE,Flanders,VlaamsBrabant,5771.0,,7,2,2020-07-25
BE,Brussels,Brussels,6863.0,,29,10,2020-07-25
BE,Flanders,Limburg,6973.0,,22,2,2020-07-25
BE,Flanders,OostVlaanderen,7215.0,,15,1,2020-07-25
