country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-06-23
CH,Schaffhausen,SH,81.0,7.0,,2.0,0.0,2020-06-23
CH,Obwalden,OW,82.0,0.0,,0.0,,2020-06-23
CH,Nidwalden,NW,124.0,3.0,,0.0,0.0,2020-06-23
CH,Glarus,GL,128.0,13.0,,0.0,,2020-06-23
CH,Jura,JU,208.0,7.0,,1.0,0.0,2020-06-23
CH,Zug,ZG,216.0,9.0,,0.0,0.0,2020-06-23
CH,Schwyz,SZ,313.0,23.0,,,,2020-06-23
CH,Thurgau,TG,387.0,18.0,,0.0,0.0,2020-06-23
CH,Solothurn,SO,451.0,17.0,,,,2020-06-23
CH,Neuchâtel,NE,744.0,83.0,,2.0,0.0,2020-06-23
CH,Lucerne,LU,746.0,20.0,,,,2020-06-23
CH,St. Gallen,SG,823.0,38.0,,,,2020-06-23
CH,Grisons,GR,830.0,50.0,,1.0,0.0,2020-06-23
CH,Basel-Landschaft,BL,886.0,35.0,,0.0,0.0,2020-06-23
CH,Basel-Stadt,BS,985.0,50.0,,2.0,1.0,2020-06-23
CH,Fribourg,FR,1195.0,85.0,,2.0,0.0,2020-06-23
CH,Aargau,AG,1240.0,48.0,,1.0,0.0,2020-06-23
CH,Valais,VS,2014.0,153.0,,12.0,1.0,2020-06-23
CH,Ticino,TI,3327.0,350.0,,6.0,0.0,2020-06-23
CH,Zürich,ZH,3691.0,130.0,,10.0,,2020-06-23
CH,Vaud,VD,5532.0,424.0,,14.0,4.0,2020-06-23
CH,Geneva,GE,6339.0,295.0,,9.0,2.0,2020-06-23
CH,,,32487.0,1965.0,37875.0,88.0,12.0,2020-06-23
CH,Appenzell Ausserrhoden,AR,,,,,,2020-06-23
CH,Berne,BE,,97.0,,2.0,0.0,2020-06-23
CH,Uri,UR,,,,,,2020-06-23
