country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Nidwalden,NW,124.0,3.0,,0.0,0.0,2020-06-06
CH,Jura,JU,200.0,7.0,,1.0,0.0,2020-06-06
CH,Zug,ZG,202.0,9.0,,0.0,0.0,2020-06-06
CH,Schwyz,SZ,307.0,23.0,,,,2020-06-06
CH,Thurgau,TG,381.0,18.0,,0.0,0.0,2020-06-06
CH,Lucerne,LU,713.0,20.0,,,,2020-06-06
CH,Neuchâtel,NE,733.0,83.0,,1.0,0.0,2020-06-06
CH,St. Gallen,SG,792.0,,,,,2020-06-06
CH,Grisons,GR,828.0,49.0,,2.0,1.0,2020-06-06
CH,Basel-Landschaft,BL,882.0,35.0,,0.0,0.0,2020-06-06
CH,Basel-Stadt,BS,982.0,50.0,,4.0,3.0,2020-06-06
CH,Fribourg,FR,1164.0,84.0,,5.0,2.0,2020-06-06
CH,Aargau,AG,1217.0,47.0,,,,2020-06-06
CH,Berne,BE,1918.0,97.0,,5.0,0.0,2020-06-06
CH,Valais,VS,1921.0,152.0,,15.0,3.0,2020-06-06
CH,Ticino,TI,3316.0,348.0,,15.0,1.0,2020-06-06
CH,Zürich,ZH,3625.0,130.0,,7.0,2.0,2020-06-06
CH,Geneva,GE,5363.0,282.0,,3.0,,2020-06-06
CH,Vaud,VD,5465.0,300.0,,24.0,7.0,2020-06-06
CH,,,31085.0,1819.0,37875.0,114.0,29.0,2020-06-06
CH,Appenzell Innerrhoden,AI,,,,,,2020-06-06
CH,Appenzell Ausserrhoden,AR,,,,,,2020-06-06
CH,Glarus,GL,,,,,,2020-06-06
CH,Obwalden,OW,,,,,,2020-06-06
CH,Schaffhausen,SH,,,,,,2020-06-06
CH,Solothurn,SO,,,,,,2020-06-06
CH,Uri,UR,,,,,,2020-06-06
