country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Basel-Stadt,BS,1005.0,50.0,,4.0,,2020-07-11
CH,Berne,BE,1982.0,97.0,,,,2020-07-11
CH,,,32801.0,1966.0,37875.0,94.0,18.0,2020-07-11
CH,Aargau,AG,,,,,,2020-07-11
CH,Appenzell Innerrhoden,AI,,,,,,2020-07-11
CH,Appenzell Ausserrhoden,AR,,,,,,2020-07-11
CH,Basel-Landschaft,BL,,,,,,2020-07-11
CH,Fribourg,FR,,,,,,2020-07-11
CH,Geneva,GE,,,,,,2020-07-11
CH,Glarus,GL,,,,,,2020-07-11
CH,Grisons,GR,,,,,,2020-07-11
CH,Jura,JU,,,,,,2020-07-11
CH,Lucerne,LU,,,,,,2020-07-11
CH,Neuchâtel,NE,,,,,,2020-07-11
CH,Nidwalden,NW,,,,,,2020-07-11
CH,Obwalden,OW,,,,,,2020-07-11
CH,St. Gallen,SG,,,,,,2020-07-11
CH,Schaffhausen,SH,,,,,,2020-07-11
CH,Solothurn,SO,,,,,,2020-07-11
CH,Schwyz,SZ,,,,,,2020-07-11
CH,Thurgau,TG,,,,,,2020-07-11
CH,Ticino,TI,,,,,,2020-07-11
CH,Uri,UR,,,,,,2020-07-11
CH,Vaud,VD,,,,,,2020-07-11
CH,Valais,VS,,,,,,2020-07-11
CH,Zug,ZG,,,,,,2020-07-11
CH,Zürich,ZH,,,,,,2020-07-11
