country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Nidwalden,NW,128.0,3.0,,0.0,0.0,2020-07-19
CH,Jura,JU,259.0,7.0,,1.0,0.0,2020-07-19
CH,Zug,ZG,259.0,9.0,,5.0,0.0,2020-07-19
CH,Schwyz,SZ,375.0,24.0,,,,2020-07-19
CH,Thurgau,TG,432.0,18.0,,5.0,1.0,2020-07-19
CH,Neuchâtel,NE,765.0,,,1.0,0.0,2020-07-19
CH,Lucerne,LU,819.0,20.0,,,,2020-07-19
CH,Grisons,GR,853.0,50.0,,1.0,0.0,2020-07-19
CH,Basel-Landschaft,BL,901.0,35.0,,0.0,0.0,2020-07-19
CH,Basel-Stadt,BS,1025.0,50.0,,6.0,2.0,2020-07-19
CH,Fribourg,FR,1297.0,85.0,,3.0,1.0,2020-07-19
CH,Berne,BE,2041.0,97.0,,,,2020-07-19
CH,Valais,VS,2106.0,153.0,,6.0,2.0,2020-07-19
CH,Zürich,ZH,4237.0,134.0,,24.0,,2020-07-19
CH,Geneva,GE,5527.0,295.0,51792.0,,,2020-07-19
CH,Vaud,VD,5816.0,424.0,,14.0,5.0,2020-07-19
CH,,,33672.0,1970.0,52434.0,114.0,24.0,2020-07-19
CH,Aargau,AG,,,,,,2020-07-19
CH,Appenzell Innerrhoden,AI,,,,,,2020-07-19
CH,Appenzell Ausserrhoden,AR,,,,,,2020-07-19
CH,Glarus,GL,,,,,,2020-07-19
CH,Obwalden,OW,,,,,,2020-07-19
CH,St. Gallen,SG,,,,,,2020-07-19
CH,Schaffhausen,SH,,,,,,2020-07-19
CH,Solothurn,SO,,,,,,2020-07-19
CH,Ticino,TI,,,,,,2020-07-19
CH,Uri,UR,,,,,,2020-07-19
