country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,535.0,13.0,,,,2020-11-30
CH,Uri,UR,927.0,16.0,,10.0,,2020-11-30
CH,Nidwalden,NW,934.0,10.0,,6.0,3.0,2020-11-30
CH,Glarus,GL,949.0,20.0,,8.0,,2020-11-30
CH,Obwalden,OW,1003.0,20.0,,9.0,,2020-11-30
CH,Appenzell Ausserrhoden,AR,1617.0,29.0,,14.0,2.0,2020-11-30
CH,Schaffhausen,SH,1848.0,32.0,,21.0,2.0,2020-11-30
CH,Zug,ZG,3356.0,32.0,,19.0,5.0,2020-11-30
CH,Jura,JU,3749.0,89.0,,19.0,5.0,2020-11-30
CH,Schwyz,SZ,5093.0,94.0,,,,2020-11-30
CH,Grisons,GR,5210.0,100.0,,33.0,9.0,2020-11-30
CH,Basel-Stadt,BS,5424.0,77.0,,123.0,22.0,2020-11-30
CH,Solothurn,SO,6233.0,77.0,,56.0,14.0,2020-11-30
CH,Basel-Landschaft,BL,6597.0,71.0,,56.0,9.0,2020-11-30
CH,Thurgau,TG,6873.0,106.0,,56.0,19.0,2020-11-30
CH,Neuchâtel,NE,9766.0,192.0,,116.0,11.0,2020-11-30
CH,Lucerne,LU,10565.0,106.0,,108.0,,2020-11-30
CH,Ticino,TI,15795.0,542.0,,309.0,43.0,2020-11-30
CH,Aargau,AG,17326.0,199.0,,153.0,35.0,2020-11-30
CH,St. Gallen,SG,17795.0,261.0,,132.0,29.0,2020-11-30
CH,Fribourg,FR,20523.0,347.0,,106.0,20.0,2020-11-30
CH,Valais,VS,22590.0,496.0,,159.0,27.0,2020-11-30
CH,Berne,BE,28893.0,388.0,,278.0,52.0,2020-11-30
CH,Geneva,GE,36500.0,546.0,,326.0,18.0,2020-11-30
CH,Zürich,ZH,44775.0,414.0,,326.0,84.0,2020-11-30
CH,Vaud,VD,48772.0,636.0,,393.0,86.0,2020-11-30
CH,,,323648.0,4913.0,237165.0,2849.0,512.0,2020-11-30
