country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,648.0,15.0,,5.0,,2020-12-21
CH,Uri,UR,1236.0,32.0,,8.0,,2020-12-21
CH,Obwalden,OW,1265.0,26.0,,4.0,,2020-12-21
CH,Nidwalden,NW,1277.0,12.0,,7.0,3.0,2020-12-21
CH,Glarus,GL,1396.0,35.0,,13.0,,2020-12-21
CH,Appenzell Ausserrhoden,AR,2187.0,37.0,,17.0,1.0,2020-12-21
CH,Schaffhausen,SH,2690.0,45.0,,17.0,3.0,2020-12-21
CH,Jura,JU,4238.0,104.0,,26.0,0.0,2020-12-21
CH,Zug,ZG,4424.0,59.0,,26.0,3.0,2020-12-21
CH,Schwyz,SZ,6858.0,125.0,,,,2020-12-21
CH,Grisons,GR,7365.0,132.0,,33.0,5.0,2020-12-21
CH,Basel-Stadt,BS,7397.0,126.0,,134.0,18.0,2020-12-21
CH,Solothurn,SO,9492.0,162.0,,69.0,11.0,2020-12-21
CH,Basel-Landschaft,BL,9692.0,138.0,,62.0,5.0,2020-12-21
CH,Thurgau,TG,10387.0,165.0,,69.0,17.0,2020-12-21
CH,Ticino,TI,20902.0,703.0,,308.0,41.0,2020-12-21
CH,Fribourg,FR,22567.0,398.0,,49.0,13.0,2020-12-21
CH,Valais,VS,24651.0,577.0,,68.0,20.0,2020-12-21
CH,St. Gallen,SG,24920.0,446.0,,161.0,27.0,2020-12-21
CH,Berne,BE,38820.0,567.0,,288.0,59.0,2020-12-21
CH,Zürich,ZH,61699.0,708.0,,440.0,98.0,2020-12-21
CH,,,407803.0,6795.0,268883.0,2573.0,446.0,2020-12-21
CH,Aargau,AG,,,,,,2020-12-21
CH,Geneva,GE,,,,-13.0,13.0,2020-12-21
CH,Lucerne,LU,,,,108.0,,2020-12-21
CH,Neuchâtel,NE,,,,,,2020-12-21
CH,Vaud,VD,,,,,,2020-12-21
