country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-08-26
CH,Obwalden,OW,105.0,0.0,,3.0,,2020-08-26
CH,Nidwalden,NW,133.0,3.0,,0.0,0.0,2020-08-26
CH,Uri,UR,136.0,7.0,,0.0,,2020-08-26
CH,Glarus,GL,162.0,13.0,,0.0,,2020-08-26
CH,Schaffhausen,SH,162.0,8.0,,1.0,0.0,2020-08-26
CH,Jura,JU,266.0,7.0,,1.0,0.0,2020-08-26
CH,Zug,ZG,340.0,9.0,,3.0,,2020-08-26
CH,Schwyz,SZ,479.0,25.0,,,,2020-08-26
CH,Thurgau,TG,567.0,19.0,,3.0,1.0,2020-08-26
CH,Solothurn,SO,660.0,18.0,,2.0,,2020-08-26
CH,Neuchâtel,NE,854.0,,,0.0,0.0,2020-08-26
CH,Grisons,GR,991.0,50.0,,0.0,0.0,2020-08-26
CH,Basel-Landschaft,BL,1020.0,35.0,,2.0,1.0,2020-08-26
CH,Lucerne,LU,1027.0,21.0,,9.0,3.0,2020-08-26
CH,Basel-Stadt,BS,1190.0,53.0,,7.0,0.0,2020-08-26
CH,St. Gallen,SG,1240.0,41.0,,5.0,3.0,2020-08-26
CH,Fribourg,FR,1595.0,85.0,,2.0,0.0,2020-08-26
CH,Aargau,AG,2019.0,52.0,,,,2020-08-26
CH,Valais,VS,2340.0,154.0,,4.0,1.0,2020-08-26
CH,Berne,BE,2443.0,99.0,,4.0,1.0,2020-08-26
CH,Ticino,TI,3523.0,350.0,,1.0,0.0,2020-08-26
CH,Zürich,ZH,5748.0,141.0,,19.0,,2020-08-26
CH,Geneva,GE,6823.0,297.0,,19.0,0.0,2020-08-26
CH,Vaud,VD,6853.0,429.0,,19.0,7.0,2020-08-26
CH,,,40831.0,2003.0,67515.0,108.0,18.0,2020-08-26
CH,Appenzell Ausserrhoden,AR,,,,,,2020-08-26
