country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Schaffhausen,SH,78.0,6.0,,8.0,2.0,2020-05-19
CH,Obwalden,OW,80.0,0.0,,0.0,,2020-05-19
CH,Uri,UR,93.0,7.0,,3.0,,2020-05-19
CH,Nidwalden,NW,123.0,3.0,,0.0,0.0,2020-05-19
CH,Glarus,GL,128.0,12.0,,2.0,,2020-05-19
CH,Zug,ZG,199.0,8.0,,0.0,0.0,2020-05-19
CH,Jura,JU,203.0,7.0,,3.0,2.0,2020-05-19
CH,Schwyz,SZ,307.0,23.0,,,,2020-05-19
CH,Thurgau,TG,379.0,17.0,,6.0,4.0,2020-05-19
CH,Solothurn,SO,434.0,16.0,,,,2020-05-19
CH,Neuchâtel,NE,721.0,83.0,,7.0,1.0,2020-05-19
CH,Lucerne,LU,727.0,20.0,,23.0,4.0,2020-05-19
CH,St. Gallen,SG,806.0,36.0,,,,2020-05-19
CH,Grisons,GR,824.0,49.0,,4.0,2.0,2020-05-19
CH,Basel-Landschaft,BL,838.0,35.0,,3.0,0.0,2020-05-19
CH,Basel-Stadt,BS,975.0,50.0,,12.0,3.0,2020-05-19
CH,Fribourg,FR,1147.0,84.0,,15.0,4.0,2020-05-19
CH,Aargau,AG,1195.0,44.0,,10.0,4.0,2020-05-19
CH,Berne,BE,1865.0,96.0,,25.0,2.0,2020-05-19
CH,Valais,VS,1938.0,152.0,,22.0,7.0,2020-05-19
CH,Ticino,TI,3285.0,344.0,,54.0,5.0,2020-05-19
CH,Zürich,ZH,3567.0,128.0,,30.0,,2020-05-19
CH,Geneva,GE,5244.0,290.0,32779.0,16.0,0.0,2020-05-19
CH,Vaud,VD,5421.0,422.0,,47.0,13.0,2020-05-19
CH,,,30701.0,1935.0,33421.0,307.0,55.0,2020-05-19
CH,Appenzell Innerrhoden,AI,,,,,,2020-05-19
CH,Appenzell Ausserrhoden,AR,,,,,,2020-05-19
