country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,36.0,0.0,,,,2020-09-23
CH,Schaffhausen,SH,187.0,8.0,,0.0,0.0,2020-09-23
CH,Zug,ZG,423.0,9.0,,1.0,,2020-09-23
CH,Schwyz,SZ,556.0,25.0,,,,2020-09-23
CH,Thurgau,TG,694.0,19.0,,4.0,2.0,2020-09-23
CH,Solothurn,SO,821.0,18.0,,4.0,,2020-09-23
CH,Lucerne,LU,1193.0,23.0,,7.0,0.0,2020-09-23
CH,Basel-Stadt,BS,1296.0,54.0,,,,2020-09-23
CH,Fribourg,FR,2326.0,102.0,,9.0,2.0,2020-09-23
CH,Berne,BE,3239.0,100.0,,21.0,3.0,2020-09-23
CH,Ticino,TI,3627.0,350.0,,2.0,0.0,2020-09-23
CH,,,50733.0,2060.0,72603.0,174.0,22.0,2020-09-23
CH,Aargau,AG,,,,,,2020-09-23
CH,Appenzell Ausserrhoden,AR,,,,,,2020-09-23
CH,Basel-Landschaft,BL,,,,,,2020-09-23
CH,Geneva,GE,,,,,,2020-09-23
CH,Glarus,GL,,,,,,2020-09-23
CH,Grisons,GR,,,,,,2020-09-23
CH,Jura,JU,,,,,,2020-09-23
CH,Neuchâtel,NE,,,,,,2020-09-23
CH,Nidwalden,NW,,,,,,2020-09-23
CH,Obwalden,OW,,,,,,2020-09-23
CH,St. Gallen,SG,,,,,,2020-09-23
CH,Uri,UR,,,,,,2020-09-23
CH,Vaud,VD,,,,,,2020-09-23
CH,Valais,VS,,,,,,2020-09-23
CH,Zürich,ZH,,,,,,2020-09-23
