country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Schaffhausen,SH,175.0,8.0,,0.0,0.0,2020-09-09
CH,Zug,ZG,386.0,9.0,,0.0,,2020-09-09
CH,Schwyz,SZ,512.0,25.0,,,,2020-09-09
CH,Thurgau,TG,600.0,19.0,,3.0,2.0,2020-09-09
CH,Lucerne,LU,1097.0,21.0,,6.0,1.0,2020-09-09
CH,Basel-Stadt,BS,1258.0,54.0,,,,2020-09-09
CH,Fribourg,FR,1975.0,88.0,,6.0,0.0,2020-09-09
CH,Ticino,TI,3567.0,350.0,,0.0,0.0,2020-09-09
CH,,,44873.0,2018.0,72603.0,113.0,12.0,2020-09-09
CH,Aargau,AG,,,,,,2020-09-09
CH,Appenzell Innerrhoden,AI,,,,,,2020-09-09
CH,Appenzell Ausserrhoden,AR,,,,,,2020-09-09
CH,Berne,BE,,,,,,2020-09-09
CH,Basel-Landschaft,BL,,,,,,2020-09-09
CH,Geneva,GE,,,,,,2020-09-09
CH,Glarus,GL,,,,,,2020-09-09
CH,Grisons,GR,,,,,,2020-09-09
CH,Jura,JU,,,,,,2020-09-09
CH,Neuchâtel,NE,,,,,,2020-09-09
CH,Nidwalden,NW,,,,,,2020-09-09
CH,Obwalden,OW,,,,,,2020-09-09
CH,St. Gallen,SG,,,,,,2020-09-09
CH,Solothurn,SO,,,,,,2020-09-09
CH,Uri,UR,,,,,,2020-09-09
CH,Vaud,VD,,,,,,2020-09-09
CH,Valais,VS,,,,,,2020-09-09
CH,Zürich,ZH,,,,,,2020-09-09
