country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-07-27
CH,Obwalden,OW,90.0,0.0,,0.0,,2020-07-27
CH,Schaffhausen,SH,106.0,7.0,,4.0,1.0,2020-07-27
CH,Appenzell Ausserrhoden,AR,108.0,3.0,,1.0,0.0,2020-07-27
CH,Nidwalden,NW,128.0,3.0,,0.0,0.0,2020-07-27
CH,Glarus,GL,138.0,13.0,,1.0,,2020-07-27
CH,Jura,JU,259.0,7.0,,0.0,0.0,2020-07-27
CH,Zug,ZG,272.0,9.0,,0.0,0.0,2020-07-27
CH,Schwyz,SZ,386.0,25.0,,,,2020-07-27
CH,Thurgau,TG,454.0,18.0,,1.0,0.0,2020-07-27
CH,Solothurn,SO,519.0,18.0,,2.0,,2020-07-27
CH,Neuchâtel,NE,772.0,,,2.0,0.0,2020-07-27
CH,Lucerne,LU,841.0,20.0,,6.0,3.0,2020-07-27
CH,Grisons,GR,912.0,50.0,,1.0,0.0,2020-07-27
CH,Basel-Landschaft,BL,914.0,35.0,,2.0,0.0,2020-07-27
CH,St. Gallen,SG,986.0,40.0,,,,2020-07-27
CH,Basel-Stadt,BS,1038.0,52.0,,3.0,2.0,2020-07-27
CH,Fribourg,FR,1321.0,85.0,,1.0,1.0,2020-07-27
CH,Aargau,AG,1533.0,48.0,,,,2020-07-27
CH,Berne,BE,2082.0,97.0,,10.0,2.0,2020-07-27
CH,Valais,VS,2122.0,153.0,,5.0,1.0,2020-07-27
CH,Ticino,TI,3421.0,350.0,,3.0,1.0,2020-07-27
CH,Zürich,ZH,4404.0,137.0,,26.0,,2020-07-27
CH,Geneva,GE,5802.0,295.0,,11.0,1.0,2020-07-27
CH,Vaud,VD,5911.0,424.0,,14.0,4.0,2020-07-27
CH,,,34659.0,1979.0,55021.0,110.0,20.0,2020-07-27
CH,Uri,UR,,,,,,2020-07-27
