country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Mecklenburg-Vorpommern,1019,63.3047043657881,20,2020-09-03T22:00:00
DE,Bremen,2048,299.859733581655,58,2020-09-03T22:00:00
DE,Sachsen-Anhalt,2263,102.476044017151,66,2020-09-03T22:00:00
DE,Saarland,3170,320.037475681695,174,2020-09-03T22:00:00
DE,Thüringen,3657,170.637077752555,186,2020-09-03T22:00:00
DE,Brandenburg,3900,155.259907074955,169,2020-09-03T22:00:00
DE,Schleswig-Holstein,4091,141.229090085587,161,2020-09-03T22:00:00
DE,Sachsen,6065,148.72716277863,225,2020-09-03T22:00:00
DE,Hamburg,6396,347.386104229953,267,2020-09-03T22:00:00
DE,Rheinland-Pfalz,9253,226.52027837538,243,2020-09-03T22:00:00
DE,Berlin,11529,316.31139593495,226,2020-09-03T22:00:00
DE,Hessen,15830,252.640959850516,535,2020-09-03T22:00:00
DE,Niedersachsen,17005,213.029887573336,665,2020-09-03T22:00:00
DE,Baden-Württemberg,42760,386.285491899252,1865,2020-09-03T22:00:00
DE,Bayern,58285,445.715711148078,2641,2020-09-03T22:00:00
DE,Nordrhein-Westfalen,59677,332.784037340603,1818,2020-09-03T22:00:00
