country,nuts_3,cases,datetime
CZ,Královéhradecký kraj,371,2020-08-10T00:30:00
CZ,Jihočeský kraj,410,2020-08-10T00:30:00
CZ,Nezjištěno,446,2020-08-10T00:30:00
CZ,Kraj Vysočina,457,2020-08-10T00:30:00
CZ,Liberecký kraj,466,2020-08-10T00:30:00
CZ,Pardubický kraj,497,2020-08-10T00:30:00
CZ,Karlovarský kraj,519,2020-08-10T00:30:00
CZ,Zlínský kraj,567,2020-08-10T00:30:00
CZ,Ústecký kraj,749,2020-08-10T00:30:00
CZ,Plzeňský kraj,815,2020-08-10T00:30:00
CZ,Olomoucký kraj,1096,2020-08-10T00:30:00
CZ,Jihomoravský kraj,1133,2020-08-10T00:30:00
CZ,Středočeský kraj,2049,2020-08-10T00:30:00
CZ,Hlavní město Praha,3874,2020-08-10T00:30:00
CZ,Moravskoslezský kraj,4904,2020-08-10T00:30:00
